teamNum,event,district
617,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
6189,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
6802,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
6882,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
7330,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
836,CHS District Central Virginia Event sponsored by Dominion Energy,Chesapeake
121,NE District SE Mass Event,New England
157,NE District SE Mass Event,New England
166,NE District SE Mass Event,New England
1735,NE District SE Mass Event,New England
1757,NE District SE Mass Event,New England
178,NE District SE Mass Event,New England
2079,NE District SE Mass Event,New England
2168,NE District SE Mass Event,New England
23,NE District SE Mass Event,New England
2648,NE District SE Mass Event,New England
348,NE District SE Mass Event,New England
3566,NE District SE Mass Event,New England
4041,NE District SE Mass Event,New England
4151,NE District SE Mass Event,New England
4169,NE District SE Mass Event,New England
4176,NE District SE Mass Event,New England
4761,NE District SE Mass Event,New England
4796,NE District SE Mass Event,New England
4908,NE District SE Mass Event,New England
5000,NE District SE Mass Event,New England
5112,NE District SE Mass Event,New England
5422,NE District SE Mass Event,New England
5563,NE District SE Mass Event,New England
58,NE District SE Mass Event,New England
5813,NE District SE Mass Event,New England
5846,NE District SE Mass Event,New England
6153,NE District SE Mass Event,New England
6172,NE District SE Mass Event,New England
6201,NE District SE Mass Event,New England
6224,NE District SE Mass Event,New England
6301,NE District SE Mass Event,New England
6328,NE District SE Mass Event,New England
6337,NE District SE Mass Event,New England
6529,NE District SE Mass Event,New England
6620,NE District SE Mass Event,New England
6731,NE District SE Mass Event,New England
78,NE District SE Mass Event,New England
839,NE District SE Mass Event,New England
88,NE District SE Mass Event,New England
97,NE District SE Mass Event,New England
1241,ONT District University of Waterloo Event,Ontario
1334,ONT District University of Waterloo Event,Ontario
1374,ONT District University of Waterloo Event,Ontario
2056,ONT District University of Waterloo Event,Ontario
2609,ONT District University of Waterloo Event,Ontario
2634,ONT District University of Waterloo Event,Ontario
2702,ONT District University of Waterloo Event,Ontario
2852,ONT District University of Waterloo Event,Ontario
3161,ONT District University of Waterloo Event,Ontario
3683,ONT District University of Waterloo Event,Ontario
3739,ONT District University of Waterloo Event,Ontario
3756,ONT District University of Waterloo Event,Ontario
4248,ONT District University of Waterloo Event,Ontario
4525,ONT District University of Waterloo Event,Ontario
4595,ONT District University of Waterloo Event,Ontario
4678,ONT District University of Waterloo Event,Ontario
4704,ONT District University of Waterloo Event,Ontario
4777,ONT District University of Waterloo Event,Ontario
4814,ONT District University of Waterloo Event,Ontario
4917,ONT District University of Waterloo Event,Ontario
5024,ONT District University of Waterloo Event,Ontario
5032,ONT District University of Waterloo Event,Ontario
5589,ONT District University of Waterloo Event,Ontario
6052,ONT District University of Waterloo Event,Ontario
6331,ONT District University of Waterloo Event,Ontario
6342,ONT District University of Waterloo Event,Ontario
6461,ONT District University of Waterloo Event,Ontario
6856,ONT District University of Waterloo Event,Ontario
6875,ONT District University of Waterloo Event,Ontario
7022,ONT District University of Waterloo Event,Ontario
7058,ONT District University of Waterloo Event,Ontario
772,ONT District University of Waterloo Event,Ontario
1011,Colorado Regional,Others
1157,Colorado Regional,Others
118,Colorado Regional,Others
1245,Colorado Regional,Others
1303,Colorado Regional,Others
1332,Colorado Regional,Others
1339,Colorado Regional,Others
1410,Colorado Regional,Others
148,Colorado Regional,Others
1583,Colorado Regional,Others
1584,Colorado Regional,Others
159,Colorado Regional,Others
1619,Colorado Regional,Others
1730,Colorado Regional,Others
1799,Colorado Regional,Others
1977,Colorado Regional,Others
2036,Colorado Regional,Others
2083,Colorado Regional,Others
2240,Colorado Regional,Others
2259,Colorado Regional,Others
2261,Colorado Regional,Others
2848,Colorado Regional,Others
2945,Colorado Regional,Others
2996,Colorado Regional,Others
3005,Colorado Regional,Others
3200,Colorado Regional,Others
3288,Colorado Regional,Others
3374,Colorado Regional,Others
3648,Colorado Regional,Others
3729,Colorado Regional,Others
3807,Colorado Regional,Others
4068,Colorado Regional,Others
4153,Colorado Regional,Others
4293,Colorado Regional,Others
4386,Colorado Regional,Others
4388,Colorado Regional,Others
4418,Colorado Regional,Others
4499,Colorado Regional,Others
4550,Colorado Regional,Others
4593,Colorado Regional,Others
4641,Colorado Regional,Others
4944,Colorado Regional,Others
5126,Colorado Regional,Others
5414,Colorado Regional,Others
5493,Colorado Regional,Others
5657,Colorado Regional,Others
5763,Colorado Regional,Others
5899,Colorado Regional,Others
6459,Colorado Regional,Others
662,Colorado Regional,Others
698,Colorado Regional,Others
7243,Colorado Regional,Others
1160,Aerospace Valley Regional,Others
2339,Aerospace Valley Regional,Others
2429,Aerospace Valley Regional,Others
2493,Aerospace Valley Regional,Others
2637,Aerospace Valley Regional,Others
2658,Aerospace Valley Regional,Others
294,Aerospace Valley Regional,Others
330,Aerospace Valley Regional,Others
3309,Aerospace Valley Regional,Others
3390,Aerospace Valley Regional,Others
3453,Aerospace Valley Regional,Others
3476,Aerospace Valley Regional,Others
3647,Aerospace Valley Regional,Others
3669,Aerospace Valley Regional,Others
399,Aerospace Valley Regional,Others
4014,Aerospace Valley Regional,Others
4191,Aerospace Valley Regional,Others
4255,Aerospace Valley Regional,Others
4276,Aerospace Valley Regional,Others
4322,Aerospace Valley Regional,Others
4470,Aerospace Valley Regional,Others
5012,Aerospace Valley Regional,Others
5124,Aerospace Valley Regional,Others
5474,Aerospace Valley Regional,Others
5805,Aerospace Valley Regional,Others
585,Aerospace Valley Regional,Others
5869,Aerospace Valley Regional,Others
597,Aerospace Valley Regional,Others
599,Aerospace Valley Regional,Others
6060,Aerospace Valley Regional,Others
6072,Aerospace Valley Regional,Others
6382,Aerospace Valley Regional,Others
6973,Aerospace Valley Regional,Others
702,Aerospace Valley Regional,Others
980,Aerospace Valley Regional,Others
981,Aerospace Valley Regional,Others
118,Lone Star South Regional,Others
1255,Lone Star South Regional,Others
1745,Lone Star South Regional,Others
231,Lone Star South Regional,Others
2582,Lone Star South Regional,Others
2587,Lone Star South Regional,Others
2881,Lone Star South Regional,Others
2882,Lone Star South Regional,Others
2897,Lone Star South Regional,Others
3103,Lone Star South Regional,Others
3735,Lone Star South Regional,Others
3802,Lone Star South Regional,Others
3834,Lone Star South Regional,Others
4192,Lone Star South Regional,Others
4587,Lone Star South Regional,Others
5070,Lone Star South Regional,Others
5414,Lone Star South Regional,Others
5427,Lone Star South Regional,Others
5829,Lone Star South Regional,Others
5923,Lone Star South Regional,Others
6111,Lone Star South Regional,Others
624,Lone Star South Regional,Others
6363,Lone Star South Regional,Others
6369,Lone Star South Regional,Others
647,Lone Star South Regional,Others
6488,Lone Star South Regional,Others
6645,Lone Star South Regional,Others
6800,Lone Star South Regional,Others
6898,Lone Star South Regional,Others
7312,Lone Star South Regional,Others
1501,IN District Tippecanoe Event,Indiana
1529,IN District Tippecanoe Event,Indiana
1555,IN District Tippecanoe Event,Indiana
1646,IN District Tippecanoe Event,Indiana
1720,IN District Tippecanoe Event,Indiana
1741,IN District Tippecanoe Event,Indiana
1747,IN District Tippecanoe Event,Indiana
292,IN District Tippecanoe Event,Indiana
3147,IN District Tippecanoe Event,Indiana
3176,IN District Tippecanoe Event,Indiana
3180,IN District Tippecanoe Event,Indiana
3487,IN District Tippecanoe Event,Indiana
3494,IN District Tippecanoe Event,Indiana
3559,IN District Tippecanoe Event,Indiana
3655,IN District Tippecanoe Event,Michigan
3865,IN District Tippecanoe Event,Indiana
3947,IN District Tippecanoe Event,Indiana
4008,IN District Tippecanoe Event,Indiana
4272,IN District Tippecanoe Event,Indiana
447,IN District Tippecanoe Event,Indiana
45,IN District Tippecanoe Event,Indiana
4580,IN District Tippecanoe Event,Indiana
461,IN District Tippecanoe Event,Indiana
4926,IN District Tippecanoe Event,Indiana
5010,IN District Tippecanoe Event,Indiana
5188,IN District Tippecanoe Event,Indiana
5403,IN District Tippecanoe Event,Indiana
5484,IN District Tippecanoe Event,Indiana
5944,IN District Tippecanoe Event,Indiana
6012,IN District Tippecanoe Event,Indiana
6451,IN District Tippecanoe Event,Indiana
6498,IN District Tippecanoe Event,Indiana
71,IN District Tippecanoe Event,Indiana
7198,IN District Tippecanoe Event,Indiana
829,IN District Tippecanoe Event,Indiana
868,IN District Tippecanoe Event,Indiana
1792,Great Northern Regional,Others
1986,Great Northern Regional,Others
2220,Great Northern Regional,Others
2472,Great Northern Regional,Others
2491,Great Northern Regional,Others
2500,Great Northern Regional,Others
2531,Great Northern Regional,Others
2538,Great Northern Regional,Others
2823,Great Northern Regional,Others
2883,Great Northern Regional,Others
3007,Great Northern Regional,Others
3102,Great Northern Regional,Others
3130,Great Northern Regional,Others
3134,Great Northern Regional,Others
3275,Great Northern Regional,Others
3277,Great Northern Regional,Others
3292,Great Northern Regional,Others
3298,Great Northern Regional,Others
3300,Great Northern Regional,Others
3313,Great Northern Regional,Others
3367,Great Northern Regional,Others
3750,Great Northern Regional,Others
3754,Great Northern Regional,Others
3883,Great Northern Regional,Others
4009,Great Northern Regional,Others
4181,Great Northern Regional,Others
4198,Great Northern Regional,Others
4239,Great Northern Regional,Others
4360,Great Northern Regional,Others
4539,Great Northern Regional,Others
4674,Great Northern Regional,Others
4818,Great Northern Regional,Others
5172,Great Northern Regional,Others
525,Great Northern Regional,Others
5576,Great Northern Regional,Others
5638,Great Northern Regional,Others
5658,Great Northern Regional,Others
5929,Great Northern Regional,Others
6047,Great Northern Regional,Others
6056,Great Northern Regional,Others
6175,Great Northern Regional,Others
6453,Great Northern Regional,Others
7048,Great Northern Regional,Others
7235,Great Northern Regional,Others
7257,Great Northern Regional,Others
876,Great Northern Regional,Others
877,Great Northern Regional,Others
1816,Lake Superior Regional,Others
2052,Lake Superior Regional,Others
2175,Lake Superior Regional,Others
2202,Lake Superior Regional,Others
2264,Lake Superior Regional,Others
2499,Lake Superior Regional,Others
2503,Lake Superior Regional,Others
2511,Lake Superior Regional,Others
2526,Lake Superior Regional,Others
2538,Lake Superior Regional,Others
2846,Lake Superior Regional,Others
2977,Lake Superior Regional,Others
3042,Lake Superior Regional,Others
3055,Lake Superior Regional,Others
3058,Lake Superior Regional,Others
3082,Lake Superior Regional,Others
3100,Lake Superior Regional,Others
3122,Lake Superior Regional,Others
3276,Lake Superior Regional,Others
3291,Lake Superior Regional,Others
3293,Lake Superior Regional,Others
3294,Lake Superior Regional,Others
3740,Lake Superior Regional,Others
3755,Lake Superior Regional,Others
3840,Lake Superior Regional,Others
4009,Lake Superior Regional,Others
4011,Lake Superior Regional,Others
4166,Lake Superior Regional,Others
4198,Lake Superior Regional,Others
4215,Lake Superior Regional,Others
4217,Lake Superior Regional,Others
4230,Lake Superior Regional,Others
4238,Lake Superior Regional,Others
4397,Lake Superior Regional,Others
4480,Lake Superior Regional,Others
4536,Lake Superior Regional,Others
4539,Lake Superior Regional,Others
4607,Lake Superior Regional,Others
4728,Lake Superior Regional,Others
4741,Lake Superior Regional,Others
4778,Lake Superior Regional,Others
4845,Lake Superior Regional,Others
5143,Lake Superior Regional,Others
5253,Lake Superior Regional,Others
5299,Lake Superior Regional,Others
5348,Lake Superior Regional,Others
5464,Lake Superior Regional,Others
5542,Lake Superior Regional,Others
5595,Lake Superior Regional,Others
